"periodo","p1","p2","p3_1","p3_2","p3_3","p3_4","p3_5","p5","p7","p7_3","p24","p25","edad","sexo"
"0219",1,1,1,1,2,2,1,1,3,400,1,4,54,2
"0219",1,1,2,1,1,2,1,0,0,0,1,3,47,2
"0219",1,1,1,2,2,2,2,5,2,0,0,0,44,2
"0219",1,1,2,1,1,1,1,0,0,0,1,2,35,2
"0219",2,0,0,0,0,0,0,0,0,0,0,0,78,1
"0219",1,2,2,2,1,2,1,0,0,0,1,4,32,2
"0219",1,1,2,2,1,2,1,0,0,0,1,4,45,1
"0219",1,2,2,2,1,2,2,0,0,0,0,0,48,1
"0219",1,2,1,2,1,2,2,5,2,0,0,0,53,1
"0219",1,2,1,1,2,2,1,6,2,0,2,6,34,2
"0219",1,1,2,2,2,2,1,0,0,0,1,4,22,1
"0219",1,1,1,2,1,2,1,1,3,650,1,1,42,1
"0219",1,1,1,1,2,2,1,3,3,600,2,3,45,2
"0219",1,1,1,2,2,2,1,4,3,500,2,3,23,2
"0219",1,1,1,1,2,2,1,2,2,0,2,4,20,2
"0219",1,2,2,2,2,2,2,0,0,0,0,0,60,1
"0219",1,1,2,2,2,2,1,0,0,0,1,1,41,2
"0219",1,1,2,1,2,2,1,0,0,0,1,4,25,2
"0219",1,2,2,2,1,2,2,0,0,0,0,0,69,1
"0219",1,2,2,2,1,2,2,0,0,0,0,0,50,1
"0219",1,1,1,1,2,2,1,4,2,0,1,6,44,1
"0219",1,1,2,2,1,2,1,0,0,0,1,4,51,1
"0219",1,1,1,2,2,2,2,5,3,300,0,0,66,1
"0219",1,1,1,2,1,2,1,3,3,120,2,3,50,1
"0219",1,1,1,1,2,1,1,2,1,0,1,3,26,2
"0219",1,1,1,1,1,2,1,1,3,2000,1,1,42,2
"0219",1,2,2,2,2,1,1,0,0,0,5,4,27,1
"0219",1,1,1,2,2,2,2,3,3,800,0,0,19,2
"0219",1,1,1,1,1,2,1,4,2,0,2,2,30,2
"0219",1,1,1,1,1,2,1,3,3,9000,1,1,39,1
"0219",1,1,2,1,2,2,1,0,0,0,3,3,39,2
"0219",1,2,2,2,2,2,1,0,0,0,1,3,62,2
"0219",1,1,1,2,2,2,2,5,2,0,0,0,76,1
"0219",1,1,1,2,1,2,2,4,2,0,0,0,57,1
"0219",1,1,1,2,2,2,2,4,3,215,0,0,46,1
"0219",1,1,2,2,1,2,1,0,0,0,2,2,43,2
"0219",1,1,1,1,2,2,1,1,2,0,2,4,34,1
"0219",1,1,1,2,2,2,2,5,3,30,0,0,80,1
"0219",1,1,2,2,2,2,1,0,0,0,1,3,43,1
"0219",1,1,1,2,2,2,2,4,2,0,0,0,50,2
"0219",1,1,1,1,1,1,2,4,2,0,0,0,52,1
"0219",1,1,1,2,1,2,1,3,3,100,1,3,28,2
"0219",1,1,1,2,2,2,2,5,2,0,0,0,34,2
"0219",1,2,2,2,2,1,2,0,0,0,0,0,19,1
"0219",1,1,1,1,1,1,2,4,2,0,0,0,35,1
"0219",1,1,1,2,2,2,2,4,2,0,0,0,19,1
"0219",1,1,1,1,2,2,1,4,1,0,3,4,37,2
"0219",1,1,2,1,1,2,1,0,0,0,2,3,45,2
"0219",1,1,1,1,2,2,2,1,2,0,0,0,67,1
"0219",1,1,1,1,2,2,2,4,2,0,0,0,72,1
"0219",1,1,2,2,1,2,1,0,0,0,1,3,40,2
"0219",1,1,2,1,1,2,2,0,0,0,0,0,52,2
"0219",1,1,2,1,1,2,1,0,0,0,1,4,18,1
"0219",1,1,1,2,1,2,2,3,2,0,0,0,60,1
"0219",1,1,2,2,1,2,2,0,0,0,0,0,38,1
"0219",1,1,1,1,2,2,2,4,3,360,0,0,70,2
"0219",1,1,1,2,1,2,1,3,3,400,1,4,90,2
"0219",1,1,1,1,2,2,2,4,2,0,0,0,52,2
"0219",1,1,2,2,1,2,2,0,0,0,0,0,88,2
"0219",1,2,2,2,2,2,2,0,0,0,0,0,80,1
"0219",1,1,1,2,2,2,2,4,2,0,0,0,35,1
"0219",1,2,2,1,2,2,2,0,0,0,0,0,35,1
"0219",1,1,2,1,2,2,1,0,0,0,2,4,34,2
"0219",1,1,1,1,2,2,2,5,3,1000,0,0,46,1
"0219",1,1,1,2,2,2,2,1,2,0,0,0,31,1
"0219",2,0,0,0,0,0,0,0,0,0,0,0,59,2
"0219",1,1,1,2,2,2,2,5,2,0,0,0,35,1
"0219",1,1,2,2,2,2,2,0,0,0,0,0,53,1
"0219",1,1,2,2,1,2,2,0,0,0,0,0,42,2
"0219",1,1,2,1,2,1,2,0,0,0,0,0,51,2
"0219",1,1,2,1,1,1,1,0,0,0,2,4,31,2
"0219",1,2,2,2,1,2,2,0,0,0,0,0,43,2
"0219",1,1,2,1,1,2,1,0,0,0,1,4,29,1
"0219",1,2,2,1,1,2,1,0,0,0,1,3,42,1
"0219",1,1,2,1,1,2,1,0,0,0,1,3,44,1
"0219",1,2,2,2,1,2,2,0,0,0,0,0,37,2
"0219",1,1,2,2,1,2,2,0,0,0,0,0,31,1
"0219",1,1,1,2,2,2,1,3,2,0,2,4,32,2
"0219",1,1,2,2,1,2,1,0,0,0,2,4,32,2
"0219",1,1,1,2,2,2,1,5,3,250,2,3,43,2
"0219",1,2,2,2,1,2,1,0,0,0,2,3,29,1
"0219",1,1,1,1,2,2,1,5,2,0,1,5,38,2
"0219",1,2,2,1,2,2,1,0,0,0,3,4,45,1
"0219",1,1,1,1,1,2,2,3,3,500,0,0,46,2
"0219",1,2,2,2,1,2,2,0,0,0,0,0,88,2
"0219",1,1,2,1,1,2,2,0,0,0,0,0,77,1
"0219",1,1,1,2,1,2,2,4,2,0,0,0,28,2
"0219",1,2,2,2,1,2,2,0,0,0,0,0,84,2
"0219",1,2,2,2,2,2,1,0,0,0,2,4,29,2
"0219",1,1,1,1,2,1,1,3,2,0,2,3,59,1
"0219",1,1,2,2,1,2,1,0,0,0,2,4,37,2
"0219",1,1,1,1,1,2,1,1,3,5000,1,3,44,2
"0219",1,1,2,2,1,2,1,0,0,0,2,4,76,1
"0219",1,1,1,2,2,2,1,3,3,600,1,1,24,2
"0219",1,1,1,1,2,2,1,4,3,270,1,4,47,2
"0219",1,1,2,1,1,1,1,0,0,0,2,3,23,1
"0219",1,2,2,1,2,2,1,0,0,0,1,4,26,1
"0219",1,2,2,2,1,2,2,0,0,0,0,0,70,2
"0219",1,1,2,1,1,2,1,0,0,0,2,1,52,1
"0219",1,1,1,2,2,2,1,4,3,180,2,4,23,1
"0219",1,1,2,2,1,2,2,0,0,0,0,0,78,1
"0219",1,1,1,2,1,2,1,1,3,1200,2,3,34,1
"0219",1,2,2,2,1,2,2,0,0,0,0,0,30,2
"0219",1,1,1,2,2,2,1,4,3,300,2,3,32,1
"0219",1,1,1,1,1,2,1,4,2,0,1,3,43,2
"0219",1,1,1,1,2,2,1,4,1,0,1,2,25,1
"0219",1,2,2,2,1,2,1,0,0,0,2,2,20,2
"0219",1,2,1,1,2,2,1,4,3,150,1,3,27,1
"0219",1,1,1,1,1,2,1,3,2,0,2,3,60,2
"0219",1,1,1,2,2,2,1,3,3,2400,2,3,25,2
"0219",1,1,1,1,2,2,1,3,3,1200,1,3,50,2
"0219",1,2,2,1,1,2,1,0,0,0,2,3,45,1
"0219",1,1,1,2,2,2,2,3,2,0,0,0,31,2
"0219",1,1,1,2,2,2,2,3,2,0,0,0,63,1
"0219",1,1,1,1,2,2,1,3,1,0,1,3,24,1
"0219",1,1,1,1,2,2,2,4,2,0,0,0,22,1
"0219",1,1,1,2,2,2,2,1,3,1100,0,0,61,1
"0219",1,1,1,1,1,2,1,3,3,600,2,3,58,1
"0219",1,1,1,1,2,2,2,4,2,0,0,0,46,2
"0219",1,2,2,2,2,1,1,0,0,0,1,2,22,1
"0219",1,1,1,1,2,2,1,2,1,0,1,4,20,2
"0219",1,1,1,2,1,2,1,4,1,0,1,3,50,2
"0219",1,2,1,2,2,2,2,4,2,0,0,0,23,2
"0219",1,1,2,1,2,2,2,0,0,0,0,0,40,2
"0219",1,2,1,2,2,1,2,4,2,0,0,0,21,1
"0219",1,1,1,1,2,2,2,2,1,0,0,0,35,2
"0219",1,1,1,2,2,2,1,2,3,800,1,3,18,1
"0219",1,1,1,2,1,2,1,4,3,8000,2,1,24,2
"0219",1,1,1,2,1,2,2,5,3,400,0,0,57,2
"0219",1,1,2,2,2,2,2,0,0,0,0,0,24,2
"0219",1,1,1,1,1,2,2,3,3,120,0,0,31,2
"0219",1,1,1,2,2,2,1,4,3,1200,1,3,51,2
"0219",1,1,1,1,1,1,2,2,2,0,0,0,32,1
"0219",1,1,1,2,2,2,1,4,3,1500,1,3,28,1
"0219",1,1,2,2,2,2,2,0,0,0,0,0,70,2
"0219",1,1,1,1,1,1,1,4,3,2000,1,4,37,2
"0219",1,1,1,1,2,1,1,4,2,0,2,4,28,2
"0219",1,1,1,2,2,2,1,4,2,0,1,1,21,1
"0219",1,1,1,2,2,2,1,2,3,1400,2,4,34,2
"0219",1,1,1,1,2,2,1,3,2,0,1,3,39,2
"220",1,1,1,1,1,2,1,4,2,0,5,4,48,1
"220",1,2,2,2,2,2,1,0,0,0,5,4,41,2
"220",1,2,2,2,2,2,2,0,0,0,0,0,55,2
"220",1,1,1,2,1,2,1,4,2,0,2,4,55,1
"220",1,1,1,2,2,2,2,4,2,0,0,0,60,2
"220",1,1,2,1,2,2,1,0,0,0,3,4,48,2
"220",1,1,2,2,1,2,2,0,0,0,0,0,67,1
"220",1,1,2,2,1,2,1,0,0,0,1,4,40,1
"220",1,2,2,2,2,2,2,0,0,0,0,0,43,1
"220",1,1,1,2,2,2,2,4,2,0,0,0,68,1
"220",1,1,2,2,2,2,1,0,0,0,1,3,46,1
"220",1,1,2,2,1,2,1,0,0,0,2,3,52,1
"220",1,1,1,1,1,2,1,3,2,0,1,3,51,2
"220",1,1,1,2,2,2,2,4,3,300,0,0,71,1
"220",1,2,2,2,2,2,2,0,0,0,0,0,54,2
"220",1,2,2,2,2,2,1,0,0,0,2,4,24,2
"220",1,2,2,2,2,2,1,0,0,0,2,4,31,2
"220",1,2,2,2,2,2,2,0,0,0,0,0,57,1
"220",1,2,2,2,2,2,1,0,0,0,3,4,28,1
"220",1,2,2,2,2,2,2,0,0,0,0,0,32,1
"220",1,2,2,2,2,2,2,0,0,0,0,0,38,2
"220",1,1,1,1,1,2,1,4,3,280,2,4,42,2
"220",1,2,2,2,2,2,2,0,0,0,0,0,70,2
"220",1,2,2,2,2,2,1,0,0,0,5,4,46,2
"220",1,2,2,2,2,2,2,0,0,0,0,0,46,2
"220",1,1,1,2,2,2,1,4,3,280,2,4,19,2
"220",1,1,1,2,2,2,1,2,2,0,2,2,22,1
"220",1,2,2,2,2,2,2,0,0,0,0,0,30,1
"220",1,2,2,2,2,2,2,0,0,0,0,0,50,1
"220",1,1,1,2,2,2,1,4,2,0,5,4,67,2
"220",1,2,2,2,2,2,2,0,0,0,0,0,18,2
"220",1,1,1,1,2,2,2,4,2,0,0,0,52,2
"220",1,2,2,2,2,2,1,0,0,0,5,4,42,2
"220",1,2,2,2,2,2,2,0,0,0,0,0,39,2
"220",1,2,2,2,2,2,1,0,0,0,5,4,36,2
"220",1,1,2,1,2,2,1,0,0,0,5,4,20,1
"220",1,2,2,2,2,2,2,0,0,0,0,0,47,1
"220",1,2,2,2,2,2,1,0,0,0,5,4,35,1
"220",1,2,2,2,1,2,2,0,0,0,0,0,46,1
"220",1,1,1,2,2,2,1,2,3,450,2,4,18,2
"220",1,1,2,2,1,2,1,0,0,0,5,4,44,1
"220",1,2,2,2,2,2,2,0,0,0,0,0,35,1
"220",1,2,2,2,2,2,1,0,0,0,5,4,24,2
"220",1,2,2,2,2,2,2,0,0,0,0,0,38,1
"220",1,1,1,2,2,2,1,4,2,0,5,2,19,2
"220",1,1,1,2,2,2,1,3,3,120,1,5,49,1
"220",1,2,2,2,2,2,2,0,0,0,0,0,28,2
"220",1,1,2,2,2,1,2,0,0,0,0,0,40,2
"220",1,1,2,1,2,2,1,0,0,0,1,3,43,2
"220",1,2,2,2,2,1,1,0,0,0,1,3,43,2
"220",1,2,2,2,2,2,2,0,0,0,0,0,91,2
"220",1,2,2,1,2,2,1,0,0,0,2,1,31,2
"220",1,2,2,2,2,2,2,0,0,0,0,0,34,1
"220",1,1,2,1,2,2,1,0,0,0,2,3,42,2
"220",1,1,1,2,2,2,1,4,3,250,1,3,44,2
"220",1,2,2,2,2,2,2,0,0,0,0,0,37,2
"220",1,2,1,2,2,2,2,1,2,0,0,0,36,1
"220",1,2,2,2,2,2,2,0,0,0,0,0,52,2
"220",1,1,2,1,1,2,1,0,0,0,1,3,57,1
"220",1,1,1,2,1,2,1,4,3,400,3,3,61,2
"220",1,2,2,2,2,2,1,0,0,0,1,3,40,1
"220",1,2,2,2,2,2,1,0,0,0,1,4,49,1
"220",1,2,2,2,2,2,1,0,0,0,1,3,33,2
"220",1,1,1,1,1,2,1,3,3,3000,1,3,72,1
"220",1,1,1,1,1,2,2,3,2,0,0,0,68,2
"220",1,1,1,2,2,2,1,3,1,0,1,3,63,1
"220",1,2,2,2,2,2,1,0,0,0,2,4,37,2
"220",1,2,1,2,2,2,1,4,2,0,2,6,28,2
"220",1,2,2,2,2,2,2,0,0,0,0,0,78,1
"220",1,1,1,1,1,2,1,4,3,600,2,3,59,1
"220",1,2,2,2,1,2,2,0,0,0,0,0,64,1
"220",1,1,1,2,2,2,1,2,3,700,1,2,21,2
"220",1,2,2,2,2,2,2,0,0,0,0,0,23,1
"220",1,2,2,2,2,2,1,0,0,0,3,4,30,1
"220",1,1,2,1,2,2,2,0,0,0,0,0,66,1
"220",1,2,1,2,2,2,1,6,2,0,1,3,44,1
"220",1,2,2,2,2,2,2,0,0,0,0,0,40,2
"220",1,1,2,2,2,2,2,0,0,0,0,0,60,2
"220",1,2,2,2,2,2,2,0,0,0,0,0,74,2
"220",1,1,1,1,2,2,1,4,1,0,1,3,66,2
"220",1,1,2,1,2,2,2,0,0,0,0,0,44,2
"220",1,1,1,1,1,2,2,4,3,1000,0,0,65,2
"220",1,2,2,2,2,2,2,0,0,0,0,0,46,1
"220",1,1,1,1,2,2,2,3,3,250,0,0,56,1
"220",1,2,2,2,2,2,2,0,0,0,0,0,30,2
"220",1,1,1,1,1,2,1,2,1,0,5,4,39,1
"220",1,1,2,2,1,2,2,0,0,0,0,0,50,1
"220",1,1,1,1,2,2,1,3,3,200,1,3,31,2
"220",1,2,2,2,2,2,2,0,0,0,0,0,65,2
"220",1,1,1,2,2,2,1,4,2,0,2,3,41,2
"220",1,1,1,2,2,2,1,1,2,0,3,3,47,2
"220",1,1,2,1,2,2,2,0,0,0,0,0,28,2
"220",1,2,2,2,2,2,2,0,0,0,0,0,72,1
"220",1,2,2,2,2,2,2,0,0,0,0,0,74,1
"220",1,2,2,1,2,2,2,0,0,0,0,0,25,2
"220",1,2,2,2,2,2,2,0,0,0,0,0,64,2
"220",1,2,2,2,2,2,2,0,0,0,0,0,71,2
"220",1,2,2,2,2,2,2,0,0,0,0,0,50,2
"220",1,1,2,1,2,2,1,0,0,0,2,3,28,1
"220",1,1,2,2,2,2,1,0,0,0,1,1,32,1
"220",1,2,2,2,2,2,2,0,0,0,0,0,66,2
"220",1,1,2,1,2,2,2,0,0,0,0,0,73,1
"220",1,2,2,2,2,2,2,0,0,0,0,0,80,1
"220",1,1,2,2,2,2,1,0,0,0,1,4,27,1
"220",1,1,1,2,2,2,1,3,2,0,2,4,32,1
"220",1,2,2,2,2,2,2,0,0,0,0,0,66,1
"220",1,1,1,1,2,2,1,3,3,1000,2,3,60,2
"220",1,1,1,2,2,2,2,3,2,0,0,0,46,2
"220",1,1,1,2,2,2,2,1,1,0,0,0,39,2
"220",1,2,2,2,2,2,2,0,0,0,0,0,33,2
"220",1,2,2,2,2,2,2,0,0,0,0,0,51,1
"220",1,1,1,2,1,2,1,4,3,1300,2,3,48,2
"220",1,1,1,1,2,2,1,2,1,0,1,2,21,2
"220",1,1,1,2,1,2,1,2,1,0,1,2,21,2
"220",1,2,2,2,2,2,2,0,0,0,0,0,78,2
"220",1,2,2,2,2,2,2,0,0,0,0,0,32,2
"220",1,1,2,1,2,2,1,0,0,0,1,3,40,2
"220",1,1,1,2,2,2,2,2,2,0,0,0,26,2
"220",1,1,1,2,1,2,2,4,2,0,0,0,71,1
"220",1,2,2,2,1,2,2,0,0,0,0,0,40,1
"220",1,2,1,2,2,2,1,5,3,350,5,3,32,2
"220",1,2,2,2,2,2,2,0,0,0,0,0,76,2
"220",2,0,0,0,0,0,0,0,0,0,0,0,73,1
"220",1,1,2,2,1,2,1,0,0,0,5,3,61,1
"220",1,1,1,2,1,2,1,3,2,0,2,4,27,1
"220",1,1,1,2,2,2,1,1,2,0,1,1,37,2
"220",1,2,1,2,2,2,2,5,3,150,0,0,35,2
"220",1,2,2,2,2,2,1,0,0,0,1,4,35,1
"220",1,1,2,1,2,2,1,0,0,0,1,4,37,1
"220",1,1,1,2,2,2,1,4,3,1500,1,4,25,1
"220",1,1,2,1,1,2,1,0,0,0,2,3,47,1
"220",1,2,2,1,2,2,2,0,0,0,0,0,25,1
"220",1,1,1,1,1,2,1,4,2,0,1,4,57,2
"220",1,1,1,2,1,2,2,4,3,2000,0,0,75,1
"220",1,1,1,2,2,2,1,4,3,1500,1,4,25,2
"220",1,1,2,1,1,2,1,0,0,0,5,4,20,1
"220",1,2,1,1,2,2,1,2,2,0,5,4,27,2
"220",1,1,1,2,2,2,2,5,3,300,0,0,63,1
"220",1,1,2,2,1,2,1,0,0,0,1,4,28,1
"220",1,1,1,2,2,2,1,3,2,0,2,4,34,2
"220",1,1,1,1,2,2,1,1,2,0,2,3,37,2
"220",1,2,2,2,1,2,2,0,0,0,0,0,45,1
"220",1,1,1,2,1,2,1,3,2,0,1,4,26,1
"220",1,1,1,1,2,2,1,4,3,800,1,4,23,1
"220",1,2,2,1,2,2,1,0,0,0,2,4,39,2
"220",1,1,1,2,1,2,2,5,2,0,0,0,70,1
"220",1,1,1,1,1,2,2,3,3,2000,0,0,70,1
"220",1,1,1,1,1,2,2,5,3,100,0,0,81,2
"220",1,2,2,2,1,2,1,0,0,0,1,4,39,2
"220",1,1,1,2,2,2,2,3,2,0,0,0,44,2
"220",2,0,0,0,0,0,0,0,0,0,0,0,64,1
"220",1,1,2,2,1,2,2,0,0,0,0,0,53,1
"220",1,2,2,1,2,2,2,0,0,0,0,0,24,1
"220",1,2,2,2,2,2,2,0,0,0,0,0,44,1
"220",1,1,2,1,1,2,2,0,0,0,0,0,66,2
"220",1,1,1,1,1,2,2,3,2,0,0,0,54,1
"220",1,2,2,2,1,2,1,0,0,0,1,3,50,2
"220",1,2,2,1,2,2,2,0,0,0,0,0,57,1
"220",1,1,1,2,2,2,1,5,2,0,2,3,40,1
"220",1,1,1,2,1,2,1,1,2,0,2,1,43,1
"220",1,1,1,2,2,2,1,4,1,0,2,4,33,2
"220",1,1,2,1,2,2,1,0,0,0,2,4,25,1
"220",1,1,1,2,2,2,2,5,2,0,0,0,84,2
"220",1,1,1,2,1,2,2,3,2,0,0,0,52,2
"220",1,1,1,2,1,2,1,2,1,0,2,4,19,1
"220",1,1,1,1,1,2,2,3,3,60,0,0,48,1
"220",1,1,1,2,1,2,2,5,2,0,0,0,18,2
"220",1,1,2,1,2,2,1,0,0,0,2,1,28,1
"220",1,2,1,2,2,2,1,1,2,0,5,4,19,2
"220",1,1,2,1,2,2,2,0,0,0,0,0,40,2
"220",1,1,2,1,2,2,1,0,0,0,1,1,58,1
"220",1,1,1,2,2,2,1,4,3,400,2,4,21,2
"220",1,1,1,2,2,2,1,3,3,300,2,3,64,2
"220",1,1,1,2,2,2,1,3,3,600,5,4,60,2
"220",1,1,2,1,2,2,2,0,0,0,0,0,22,2
"220",1,1,1,2,2,2,2,1,1,0,0,0,28,1
"220",1,1,1,1,1,2,1,3,3,200,5,4,38,2
"220",1,1,2,2,1,2,2,0,0,0,0,0,66,2
"220",1,1,2,2,1,2,2,0,0,0,0,0,37,1
"220",1,1,2,2,1,2,2,0,0,0,0,0,86,1
"220",1,2,2,2,2,2,1,0,0,0,2,3,45,2
"220",1,2,2,2,2,2,2,0,0,0,0,0,68,2
"220",1,2,2,2,2,2,1,0,0,0,1,4,41,2
"220",1,1,2,1,2,1,1,0,0,0,1,4,34,2
"220",1,1,1,1,1,2,1,4,2,0,1,3,62,1
"220",1,1,1,1,1,2,1,1,1,0,1,1,31,1
"220",1,1,1,2,2,2,2,4,3,500,0,0,43,1
"220",1,1,2,2,1,2,2,0,0,0,0,0,63,2
"220",1,1,1,2,2,2,1,3,2,0,1,3,29,1
"220",2,0,0,0,0,0,0,0,0,0,0,0,72,2
"220",1,1,1,1,1,1,1,3,3,650,2,3,27,1
"220",1,2,2,2,2,2,1,0,0,0,5,4,29,2
"220",1,1,2,1,1,2,1,0,0,0,1,3,34,2
"220",1,2,2,2,2,2,2,0,0,0,0,0,59,2
"220",1,1,2,2,2,2,1,0,0,0,1,4,27,2
"220",1,1,2,2,1,2,2,0,0,0,0,0,56,1
"220",1,1,2,1,1,2,1,0,0,0,5,3,47,2
"220",1,1,1,1,1,2,1,1,1,0,1,1,44,1
"220",1,1,2,1,1,2,1,0,0,0,2,1,54,1
"220",1,1,1,1,2,2,1,2,3,2000,2,2,23,2
"220",1,1,1,2,2,2,2,4,3,2000,0,0,44,2
"220",1,2,2,2,2,2,2,0,0,0,0,0,27,1
"220",1,2,2,2,2,2,2,0,0,0,0,0,60,1
"220",1,1,1,2,1,2,1,1,2,0,1,1,28,1
"220",1,2,2,2,2,2,2,0,0,0,0,0,23,2
"220",1,2,2,2,2,2,2,0,0,0,0,0,57,2
"220",1,1,1,2,2,2,2,4,3,70,0,0,33,2
"220",1,1,1,1,2,2,1,1,2,0,2,1,23,1
"220",1,1,1,2,2,2,1,2,3,1500,1,2,19,2
"220",1,1,1,1,2,2,1,2,1,0,1,1,22,1
"220",1,1,1,2,1,2,2,3,2,0,0,0,56,1
"220",1,2,2,2,2,2,2,0,0,0,0,0,39,1
"220",1,1,1,2,2,2,1,1,1,0,1,3,27,1
"220",1,1,1,1,2,1,2,1,1,0,0,0,39,2
"220",1,2,2,2,2,2,1,0,0,0,2,4,30,1
"220",1,2,2,2,2,2,2,0,0,0,0,0,81,2
"220",1,2,1,2,2,2,2,4,2,0,0,0,59,1
"220",1,1,2,2,1,2,2,0,0,0,0,0,40,1
"220",1,1,1,2,2,2,2,5,2,0,0,0,51,2
"220",1,1,2,2,1,2,2,0,0,0,0,0,61,1
"220",2,0,0,0,0,0,0,0,0,0,0,0,74,1
"220",1,1,1,1,1,2,1,1,1,0,2,4,44,2
"220",1,1,2,2,2,2,2,0,0,0,0,0,82,2
"220",1,1,1,2,2,2,1,2,1,0,3,2,19,2
"220",1,2,1,2,2,2,2,4,2,0,0,0,77,2
"220",1,1,1,2,2,2,2,5,2,0,0,0,68,2
"220",1,1,1,2,1,2,2,5,3,750,0,0,75,1
"220",1,1,1,2,1,2,2,3,2,0,0,0,69,1
"220",1,1,1,1,1,2,2,4,2,0,0,0,50,1
"220",1,2,2,2,2,2,2,0,0,0,0,0,21,1
"220",1,1,1,2,2,2,2,5,2,0,0,0,69,2
"220",1,1,2,1,2,2,2,0,0,0,0,0,48,2
"220",1,1,1,2,2,2,2,5,2,0,0,0,63,2
"220",1,2,2,2,2,2,2,0,0,0,0,0,33,1
"220",1,1,1,2,2,2,1,2,1,0,1,2,19,1
"220",1,2,2,2,2,2,1,0,0,0,1,4,24,2
"220",1,1,1,2,1,2,2,1,1,0,0,0,61,1
"220",1,1,2,2,1,2,1,0,0,0,1,3,48,1
"220",1,1,1,2,1,2,1,4,3,1000,2,4,44,1
"220",1,1,1,2,1,2,1,3,3,500,2,3,48,2
"220",1,1,1,2,1,2,1,3,2,0,3,3,24,2
"220",1,1,2,2,2,2,2,0,0,0,0,0,67,1
"220",1,2,1,2,2,2,2,5,2,0,0,0,72,2
"220",1,1,2,1,1,2,2,0,0,0,0,0,79,1
"220",1,1,1,2,1,2,1,3,3,180,5,4,26,2
"220",1,1,1,2,1,2,2,4,2,0,0,0,35,1
"220",1,1,2,2,2,2,2,0,0,0,0,0,25,1
"220",1,1,1,1,1,2,2,2,3,800,0,0,24,2
"220",1,1,1,2,2,2,2,3,3,120,0,0,35,1
"220",1,1,1,2,2,2,2,5,3,250,0,0,79,2
"220",1,1,1,2,2,2,2,3,3,420,0,0,21,2
"220",1,2,2,2,2,2,2,0,0,0,0,0,27,2
"220",1,1,1,1,2,2,1,4,2,0,2,2,59,2
"220",1,2,2,2,2,2,1,0,0,0,1,3,59,2
"220",1,1,1,2,2,2,1,4,3,1200,1,2,60,2
"220",1,1,1,1,1,1,1,3,3,1000,1,3,60,1
"220",1,1,1,2,2,2,2,4,3,250,0,0,59,1
"220",1,1,1,2,1,2,1,4,1,0,2,3,48,1
"220",1,1,2,2,2,2,2,0,0,0,0,0,29,2
"220",1,2,2,2,2,2,2,0,0,0,0,0,48,1
"220",1,2,1,2,2,2,2,3,2,0,0,0,38,2
"220",1,1,1,2,2,2,2,4,3,200,0,0,25,2
"220",1,1,2,1,2,2,2,0,0,0,0,0,32,1
"220",1,1,2,2,1,2,2,0,0,0,0,0,38,1
"220",1,1,1,1,1,1,1,2,2,0,5,1,26,2
"220",1,1,2,1,2,2,2,0,0,0,0,0,30,2
"220",1,1,1,1,1,2,2,5,2,0,0,0,65,2
"220",1,2,1,2,2,2,2,2,2,0,0,0,42,2
"220",1,2,2,2,2,2,1,0,0,0,2,3,34,1
"220",1,1,1,2,2,2,1,3,3,50,5,3,43,2
"220",1,1,1,2,1,2,1,4,3,600,2,1,42,2
"220",1,2,2,2,2,2,1,0,0,0,5,3,31,2
"220",1,1,1,1,2,2,1,4,3,1500,2,3,35,2
"220",1,2,2,2,2,2,1,0,0,0,2,3,26,1
"220",1,2,2,1,2,2,2,0,0,0,0,0,29,2
"220",1,1,1,2,2,2,1,3,2,0,5,4,25,2
"220",1,1,1,2,2,2,1,3,3,400,2,2,20,1
"220",1,2,2,1,2,2,2,0,0,0,0,0,60,2
"220",1,1,1,2,2,2,2,4,2,0,0,0,75,1
"220",1,2,2,2,2,2,2,0,0,0,0,0,35,2
"220",1,1,2,1,2,1,2,0,0,0,0,0,18,1
"220",1,1,2,2,1,2,2,0,0,0,0,0,62,1
"220",1,1,1,2,2,2,2,4,3,550,0,0,32,2
"220",1,1,2,2,1,2,2,0,0,0,0,0,56,2
"220",1,1,1,1,1,2,1,4,2,0,1,3,34,1
"220",1,1,1,2,2,2,2,4,2,0,0,0,59,2
"220",1,1,1,2,2,2,2,4,3,200,0,0,27,2
"220",1,1,1,1,2,2,2,4,2,0,0,0,47,2
"220",1,1,2,1,1,2,2,0,0,0,0,0,25,1
"220",1,1,1,2,2,2,2,3,3,50,0,0,77,2
"220",1,1,1,1,1,2,2,1,1,0,0,0,31,1
"220",1,1,1,1,1,2,2,3,2,0,0,0,70,2
"220",1,1,1,2,2,2,2,4,3,100,0,0,57,2
"220",1,2,2,2,1,2,2,0,0,0,0,0,39,1
"220",1,1,2,1,1,2,2,0,0,0,0,0,63,1
"220",1,1,2,1,2,2,2,0,0,0,0,0,68,2
"220",1,2,2,2,2,2,2,0,0,0,0,0,59,1
"220",1,1,1,2,2,2,2,4,2,0,0,0,51,2
"220",1,1,1,2,2,2,2,4,2,0,0,0,41,2
"220",1,1,1,1,2,2,2,4,2,0,0,0,30,2
"220",1,1,2,2,2,1,1,0,0,0,3,2,24,2
"220",1,2,1,2,2,2,2,4,2,0,0,0,28,2
"220",1,2,2,2,2,2,2,0,0,0,0,0,44,2
"220",1,1,2,1,2,2,2,0,0,0,0,0,25,2
